CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
C814-2018-0121,2020-04-23T00:00:00.000,56,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) Applicant request: to rezone from general commercial services-vertical mixed use building-neighborhood plan (CS-V-NP) combining district zoning to planned unit development-neighborhood plan (PUD-NP) combining district zoning. Staff Recommendation: To grant planned unit development-neighborhood plan (PUD-NP) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Planning Commission Recommendation: To be reviewed April 28, 2020. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200423-REG.htm#056
C814-2018-0121,2020-12-03T00:00:00.000,59,Austin City Council,"C814-2018-0121 - 218 S. Lamar - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard (Lady Bird Lake Watershed). Applicant's request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) district zoning, with conditions. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. First reading approved on September 17, 2020. Vote 7-4, Council Members Alter, Kitchen, Pool, Tovo - nay. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust. Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201203-REG.htm#059
C814-2018-0121,2020-07-30T00:00:00.000,30,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) Applicant Request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) combining district zoning. Staff Recommendation and Planning Commission Recommendation: To grant planned unit development (PUD) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200730-REG.htm#030
C814-2018-0121,2020-09-17T00:00:00.000,83,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) Applicant Request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) district zoning. Staff Recommendation and Planning Commission Recommendation: To grant planned unit development (PUD) district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200917-REG.htm#083
C814-2018-0121,2020-01-23T00:00:00.000,102,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) from general commercial services-vertical mixed use building-neighborhood plan (CS-V-NP) combining district zoning to planned unit development-neighborhood plan (PUD-NP) combining district zoning. Staff Recommendation: To grant planned unit development-neighborhood plan (PUD-NP) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Planning Commission Recommendation: To be reviewed January 14, 2020. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#102
C814-2018-0121,2020-06-04T00:00:00.000,28,Austin City Council,"C814-2018-0121 - 218 S. Lamar -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard ( Lady Bird Lake Watershed) Applicant Request: To rezone from general commercial services-vertical mixed use building-neighborhood plan (CS-V-NP) combining district zoning to planned unit development-neighborhood plan (PUD-NP) combining district zoning. Staff Recommendation and Planning Commission Recommendation: To grant planned unit development-neighborhood plan (PUD-NP) combining district zoning. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200604-REG.htm#028
C814-2018-0121,2020-11-12T00:00:00.000,50,Austin City Council,"C814-2018-0121 - 218 S. Lamar - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 218 South Lamar Boulevard (Lady Bird Lake Watershed). Applicant's request: To rezone from general commercial services-vertical mixed use building (CS-V) combining district zoning to planned unit development (PUD) district zoning, with conditions. This ordinance may include waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. First reading approved on September 17, 2020. Vote 7-4, Council Members Alter, Kitchen, Pool, Tovo - nay. Owner/Applicant: Michael Pfluger, William Reid Pfluger & the Pfluger Spousal Irrevocable Trust. Agent: Drenner Group PC (Amanda Swor). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 5.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201112-REG.htm#050
C814-2021-0099,2022-10-13T00:00:00.000,76,City Council,"Approve a resolution initiating site-specific amendments to City Code Chapter 25-8, Subchapter A, Article 13 (Save Our Springs Initiative), as minimally required to address development related to the proposed Brodie Oaks PUD, C814-2021-0099, and located within the Barton Springs Zone.",wsf2-3rpw,https://www.austintexas.gov/department/city-council/2022/20221013-reg.htm#076
NPA-2019-0007.01,2020-01-23T00:00:00.000,95,Austin City Council,"NPA-2019-0007.01- Settlement Home - Conduct a public hearing and approve an ordinance amending Ordinance No. 20000629-106, the North Austin Civic Association (NACA) Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known 8900 Hunters Trace (Little Walnut Creek Watershed) from Single Family to Mixed Use/Office land use. Staff recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner: The Settlement Club. Agent: Julie Schechter. Applicant: City of Austin, Planning & Zoning Dept. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#095
NPA-2019-0021.02,2020-02-20T00:00:00.000,75,Austin City Council,"NPA-2019-0021.02 - 6101 E. Oltorf Street -To approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6101 E. Oltorf Street (portion of) (Carson Creek Watershed) from Industry to Mixed Use land use. Staff Recommendation: Pending.  Planning Commission Recommendation: To be reviewed on February 11, 2020. Applicant/Owner: 2009 TRCB, LP, a Texas Limited partnership. Agent: Armbrust & Brown, PLLC (Ferris Clements). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200220-REG.htm#075
NPA-2019-0021.02,2020-05-21T00:00:00.000,60,Austin City Council,"NPA-2019-0021.02 - 6101 E. Oltorf Street -Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6101 E. Oltorf Street (portion of) (Carson Creek Watershed) from Industry to Mixed Use land use. Staff Recommendation: Pending.  Planning Commission recommendation: Pending. Applicant/Owner: 2009 TRCB, LP, a Texas Limited partnership. Agent: Armbrust & Brown, PLLC (Ferris Clements). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200521-REG.htm#060
NPA-2019-0021.02,2020-04-09T00:00:00.000,50,Austin City Council,"NPA-2019-0021.02 - 6101 E. Oltorf Street -To approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6101 E. Oltorf Street (portion of) (Carson Creek Watershed) from Industry to Mixed Use land use. Staff Recommendation: Pending.  Planning Commission recommendation: Pending. Applicant/Owner: 2009 TRCB, LP, a Texas Limited partnership. Agent: Armbrust & Brown, PLLC (Ferris Clements). Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200409-REG.htm#050
NPA-2020-0014.01,2020-08-27T00:00:00.000,100,Austin City Council,"NPA-2020-0014.01 -7135 E. Ben White Blvd. -Conduct a public hearing and approve an ordinance amending Ordinance No. 20021010-11, the Southeast Combined Neighborhood Plan (Southeast), an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known 7135 E. Ben White Blvd. SVRD EB, (Carson Creek Watershed) from Industry to Multifamily land use. Staff Recommendation: To deny Multifamily land use. Planning Commission Recommendation: To grant Multifamily land use. Owner/Applicant: Jill Dorough Houghton, Trustee. Agent: Smith Robertson, LLP (David Hartman). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200827-REG.htm#100
NPA-2020-0003.01,2020-11-12T00:00:00.000,52,Austin City Council,"NPA-2020-0003.01 - 1804 Ulit Avenue-Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1804 Ulit Avenue. (Boggy Creek Watershed) from Civic to Office land use. Staff Recommendation and Planning Commission Recommendation: To grant Office land use. Owner/Applicant: Four Caddy, LLC (Stephen DiMarco) Agent: Drenner Group, PC (Amanda Swor). City Staff: Maureen Meredith, Housing and Planning Department, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201112-REG.htm#052
NPA-2019-0005.01,2019-06-20T00:00:00.000,142,Austin City Council,"NPA-2019-0005.01 -Frontier Valley Mobile Home Park -Conduct a public hearing and approve an ordinance amending Ordinance No. 20010927-05, the Montopolis Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1430 Frontier Valley Drive (Carson Creek Watershed) from Single Family to Higher Density Single Family land use. Staff Recommendation: To grant Higher Density Single Family land use. Planning Commission recommendation: To deny Higher Density Single Family land use. Owner. Mothership PropCo GSE TX, LLC. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#142
NPA-2018-0025.01,2018-12-13T00:00:00.000,76,Austin City Council,"NPA-2018-0025.01 - Southwest Parkway and Vega Avenue - Conduct a public hearing and approve an ordinance amending Ordinance No. 20081211-096, the Oak Hill Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6113 Southwest Parkway (Barton Creek Watershed) from Neighborhood Mixed Use to Mixed Use land use. Staff recommendation: To grant Mixed Use land use. Planning Commission Recommendation: To grant Mixed Use land use. Owner/Applicant: St. Andrews Episcopal School. Agent: McLean & Howard, L.L.P. (Jeff Howard). City Staff: Sabina Mora, (512) 974-1485. District(s) Affected: District 8.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181213-REG.htm#076
NPA-2018-0021.01,2019-06-06T00:00:00.000,94,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To deny Mixed Use land use. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190606-REG.htm#094
NPA-2018-0021.01,2019-06-20T00:00:00.000,170,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To deny Mixed Use land use. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#170
NPA-2018-0021.01,2019-08-08T00:00:00.000,124,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To deny Mixed Use land use. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#124
NPA-2018-0021.01,2019-02-07T00:00:00.000,43,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on March 12, 2019. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190207-REG.htm#043
NPA-2018-0021.01,2019-03-28T00:00:00.000,60,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on April 23, 2019. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190328-REG.htm#060
NPA-2018-0021.01,2019-10-03T00:00:00.000,77,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To deny Mixed Use land use. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191003-REG.htm#077
NPA-2018-0021.01,2019-05-23T00:00:00.000,45,Austin City Council,"NPA-2018-0021.01 - 5101 East Oltorf - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5101 East Oltorf Street. (Country Club Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation: To deny Mixed Use land use. Planning Commission Recommendation: To be reviewed on May 14, 2019. Owner/Applicant: Charitable Holdings, II. Agent: Armbrust & Brown (Richard Suttle and Ferris Clements). City Staff: Kathleen Fox, (512) 974-7877. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190523-REG.htm#045
NPA-2019-0003.01,2020-06-11T00:00:00.000,77,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2207, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff recommendation: Pending. Planning Commission recommendation: To be review on June 23, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200611-REG.htm#077
NPA-2019-0003.01,2020-03-26T00:00:00.000,70,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2207, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1807 Chestnut Avenue (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on April 28, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200326-REG.htm#070
NPA-2019-0003.01,2020-05-21T00:00:00.000,55,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2207, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff recommendation: Pending. Planning Commission recommendation: To be review on June 23, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200521-REG.htm#055
NPA-2019-0003.01,2020-12-10T00:00:00.000,88,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church- Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2205, 2207, 2209, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1807 Ferdinand Street and 1803, 1805, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff Recommendation: To grant Mixed Use land use. Planning Commission Recommendation: To be reviewed on December 8, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201210-REG.htm#088
NPA-2019-0003.01,2020-02-06T00:00:00.000,76,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2207, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1807 Chestnut Avenue (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on March 10, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200206-REG.htm#076
NPA-2019-0003.01,2020-07-30T00:00:00.000,41,Austin City Council,"NPA-2019-0003.01- David Chapel Missionary Baptist Church - Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element to the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2207, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff recommendation: Pending. Planning Commission recommendation: To be reviewed on August 11, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200730-REG.htm#041
NPA-2019-0003.01,2020-09-17T00:00:00.000,79,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church-Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113, the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2205, 2207, 2209 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1805, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff recommendation: To grant Mixed Use land use. Planning Commission recommendation: To be reviewed on September 8, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200917-REG.htm#079
NPA-2019-0003.01,2020-10-29T00:00:00.000,35,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church- Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2205, 2207, 2209, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1805, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on October 27, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201029-REG.htm#035
NPA-2019-0003.01,2020-12-03T00:00:00.000,60,Austin City Council,"NPA-2019-0003.01 - David Chapel Missionary Baptist Church- Conduct a public hearing and approve an ordinance amending Ordinance No. 19990715-113 the Chestnut Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2201, 2203, 2205, 2207, 2209, 2211, 2301 E. Martin Luther King, Jr. Blvd; 1805, 1807 Ferdinand Street and 1803, 1805, 1807 Chestnut Ave. (Boggy Creek Watershed) from Civic and Single Family to Mixed Use land use. Staff Recommendation: Pending. Planning Commission Recommendation: To be reviewed on November 24, 2020. Owner/Applicant: David Chapel Missionary Baptist Church. Agent: Husch Blackwell, LLP (Nikelle Meade). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201203-REG.htm#060
NPA-2019-0005.02,2019-08-08T00:00:00.000,112,Austin City Council,"NPA-2019-0005.02 - Palm Harbor Homes M/H Park - Conduct a public hearing and approve an ordinance amending Ordinance No. 20010927-05, the Montopolis Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 810 Bastrop Hwy SB (Carson Creek Watershed) from Commercial to Higher Density Single Family land use. Staff Recommendation: To deny Higher Density Single Family land use. Planning Commission recommendation: Forwarded to Council without a recommendation on an affirmative vote. Owner. Palm Harbor Homes, Inc. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#112
NPA-2019-0005.02,2019-06-20T00:00:00.000,138,Austin City Council,"NPA-2019-0005.02 - Palm Harbor Homes Mobile Home Parks - Conduct a public hearing and approve an ordinance amending Ordinance No. 20010927-05, the Montopolis Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 810 Bastrop Hwy SB (Carson Creek Watershed) from Commercial to Higher Density Single Family land use. Staff Recommendation: Application withdrawn by Staff. Planning Commission recommendation: Not applicable. Owner. Palm Harbor Homes, Inc. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#138
NPA-2019-0014.01,2019-08-22T00:00:00.000,103,Austin City Council,"NPA-2019-0014.01 - Stassney Residential - Lane - Conduct a public hearing and approve an ordinance amending Ordinance No. 021010-11, the Southeast Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6200 and 6200 East Stassney Lane (Williamson Creek Watershed) from Warehouse/Limited Office and Industry to Higher Density Single Family land use. Staff Recommendation: To deny Higher Density Single Family land use. Planning Commission Recommendation: To be reviewed on August 27, 2019. Owner/Applicant: Tuscany Park, LLC. (Jill Rogers). Agent: South Llano Strategies (Glen Coleman). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190822-REG.htm#103
