Zoning Case: C14-2014-0112
Meeting Date: 2014-11-20T00:00:00.000
Agenda Item: 151
Source URL: http://austintx.swagit.com/play/45649/0/
================================================================================

[0.00s -> 7.00s]  I think we take those together.
[3769.00s -> 3774.00s]  Passes on a vote of six to zero with Council Member Spelman off the dice.
[3774.00s -> 3776.00s]  That's on 150, the flum.
[3776.00s -> 3781.00s]  Now we'll take up item 151, which is the zoning case associated.
[3782.00s -> 3786.00s]  Mertaining motion to close the public hearing to approve on first reading only.
[3786.00s -> 3790.00s]  Council Member Marston so moves.
[3790.00s -> 3792.00s]  Mayor Pro Tem Cole seconds.
[3792.00s -> 3794.00s]  Those in favor say aye.
[3794.00s -> 3795.00s]  Aye.
[3795.00s -> 3796.00s]  Opposed say no.
[3796.00s -> 3801.00s]  Passes six to zero with Council Member Spelman off the dice.
[3801.00s -> 3802.00s]  Thanks Mayor.
[3802.00s -> 3803.00s]  That concludes the zoning.
[3803.00s -> 3806.00s]  And that concludes our agenda for tonight.
[3806.00s -> 3810.00s]  With that objection we stand adjourned at 2 10 a.m.
[3836.00s -> 3843.00s]  .
